FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,279-A,12/29/2016,03:55:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,10/1/2016,01:30:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,9/4/2016,12:00:00
ROUBO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,9/1/2016,04:03:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,8/15/2016,18:00:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,6/24/2016,16:51:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,5/28/2016,18:30:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,12/7/2016,21:00:00
USO ILÍCITO DE DROGAS,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,12/25/2016,20:30:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,11/1/2016,06:40:00
ROUBO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,23,12/22/2016,12:00:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,481,12/30/2016,22:30:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,615,5/4/2016,14:10:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,615,5/2/2016,12:45:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,615,12/16/2016,10:30:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,645,12/6/2016,10:00:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,664,10/31/2016,03:00:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,693,5/15/2016,06:00:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,694,12/29/2016,02:00:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,831,9/3/2016,09:30:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,831,7/21/2016,13:13:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,908,11/12/2016,13:15:00
ROUBO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,12/17/2016,04:30:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,10/6/2016,15:15:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,9/3/2016,18:00:00
TRÁFICO ILÍCITO DE DROGAS,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,9/20/2016,21:00:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,9/2/2016,15:37:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,7/22/2016,08:00:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,7/22/2016,13:40:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,7/13/2016,10:30:00
ROUBO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,5/5/2016,08:10:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,5/27/2016,09:30:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,5/21/2016,08:30:00
TRÁFICO ILÍCITO DE DROGAS,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,5/11/2016,17:00:00
HOMICÍDIO DOLOSO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,12/9/2016,18:00:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,12/8/2016,10:26:00
ROUBO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,12/6/2016,20:50:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,12/28/2016,22:00:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,11/6/2016,16:00:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,11/23/2016,13:00:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,11/21/2016,00:20:00
ROUBO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,11/21/2016,13:00:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,10/8/2016,16:30:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,10/3/2016,09:00:00
FURTO,SETOR COMERCIAL,AVENIDA,JULIO CAMPOS,,10/15/2016,08:30:00
FURTO,SETOR COMERCIAL,AVENIDA,JÚLIO CAMPOS,,12/10/2016,10:10:00
ROUBO,SETOR COMERCIAL,RUA,,,10/29/2016,11:30:00
FURTO,SETOR COMERCIAL,RUA,NOGUEIRAS,1288,8/14/2016,17:30:00
FURTO,SETOR COMERCIAL,RUA,NOGUEIRAS,155,8/15/2016,02:00:00
FURTO,SETOR COMERCIAL,RUA,NOGUEIRAS,800,7/6/2016,09:00:00
FURTO,SETOR COMERCIAL,RUA,NOGUEIRAS,,10/22/2016,09:30:00
ROUBO,SETOR COMERCIAL,RUA,ORQUIDEAS,,5/15/2016,13:30:00
FURTO,SETOR COMERCIAL,RUA,ORQUIDEAS,617,5/29/2016,05:30:00
FURTO,SETOR COMERCIAL,RUA,ORQUIDEAS,824,12/6/2016,07:35:00
FURTO,SETOR COMERCIAL,RUA,ORQUIDEAS,951,6/28/2016,05:50:00
ROUBO,SETOR COMERCIAL,RUA,ORQUIDEAS,2047,7/19/2016,21:30:00
ROUBO,SETOR COMERCIAL,RUA,ORQUIDEAS,2047,7/19/2016,21:30:00
FURTO,SETOR COMERCIAL,RUA,ORQUIDEAS,,5/9/2016,07:15:00
ROUBO,SETOR COMERCIAL,RUA,ORQUIDEAS,,5/26/2016,12:30:00
ROUBO,SETOR COMERCIAL,RUA,ORQUIDEAS,,11/24/2016,17:07:00
FURTO,SETOR COMERCIAL,AVENIDA,PALMEIRAS,,10/30/2016,11:00:00
FURTO,SETOR COMERCIAL,RUA,PITAGUEIRAS,,7/6/2016,18:00:00
ROUBO,SETOR COMERCIAL,RUA,PITANGUEIRAS,,10/19/2016,13:40:00
FURTO,SETOR COMERCIAL,RUA,PRIMAVERAS,7,9/15/2016,18:30:00
FURTO,SETOR COMERCIAL,RUA,PRIMAVERAS,3300,8/16/2016,18:25:00
FURTO,SETOR COMERCIAL,RUA,PRIMAVERAS,3827,5/17/2016,12:00:00
FURTO,SETOR COMERCIAL,RUA,PRIMAVERAS,4015,8/28/2016,09:28:00
FURTO,SETOR COMERCIAL,RUA,PRIMAVERAS,,9/9/2016,18:00:00
FURTO,SETOR COMERCIAL,RUA,PRIMAVERAS,,7/20/2016,19:30:00
ROUBO,SETOR COMERCIAL,RUA,PRIMAVERAS,,6/5/2016,11:30:00
FURTO,SETOR COMERCIAL,RUA,PRIMAVERAS / NOGUEIRAS,3300,8/17/2016,19:30:00
FURTO,SETOR COMERCIAL,RUA,REDONDO C1,45,6/28/2016,05:00:00
FURTO,SETOR COMERCIAL,RUA,REDONDO C2,120,6/27/2016,14:30:00
FURTO,SETOR COMERCIAL,RUA,ROSAS,533,6/28/2016,06:00:00
FURTO,SETOR COMERCIAL,RUA,ROSAS,741,5/18/2016,16:21:00
FURTO,SETOR COMERCIAL,RUA,RUA DAS AVENCAS,2351,7/19/2016,09:45:00
FURTO,SETOR COMERCIAL,RUA,RUA DAS AVENCAS,,7/1/2016,20:30:00
FURTO,SETOR COMERCIAL,RUA,RUA DOS ANGICOS,371,12/12/2016,19:00:00
ROUBO,SETOR COMERCIAL,RUA,RUA DOS LÍRIOS,0,5/26/2016,00:25:00
TRÁFICO ILÍCITO DE DROGAS,SETOR COMERCIAL,AVENIDA,SIBIPIRUNAS,,8/19/2016,20:40:00
FURTO,SETOR COMERCIAL,AVENIDA,SIBIPIRUNAS,,10/26/2016,09:00:00
FURTO,SETOR COMERCIAL,AVENIDA,SIBIPIRUNAS,2792,6/19/2016,19:30:00
ROUBO,SETOR COMERCIAL,AVENIDA,SIBIPIRUNAS,3890,11/25/2016,18:15:00
ROUBO,SETOR COMERCIAL,AVENIDA,SIBIPIRUNAS,4002,9/16/2016,05:30:00
FURTO,SETOR COMERCIAL,AVENIDA,SIBIPIRUNAS,,10/26/2016,00:15:00
ROUBO,SETOR COMERCIAL,AVENIDA,SIBIPIRUNAS,,8/30/2016,17:10:00
FURTO,SETOR COMERCIAL,AVENIDA,SIBIPIRUNAS,,8/24/2016,17:30:00
FURTO,SETOR COMERCIAL,AVENIDA,SIBIPIRUNAS,,8/19/2016,21:00:00
FURTO,SETOR COMERCIAL,AVENIDA,SIBIPIRUNAS,,11/18/2016,05:55:00
ROUBO,SETOR COMERCIAL,AVENIDA,SIBIPIRUNAS,,11/15/2016,05:30:00
FURTO,SETOR COMERCIAL,AVENIDA,SIBIPIRUNAS,,10/4/2016,01:00:00
FURTO,SETOR COMERCIAL,AVENIDA,SIBIPIRUNAS,,10/4/2016,14:00:00
FURTO,SETOR COMERCIAL,AVENIDA,SIIPIRUNAS,,11/24/2016,12:00:00
FURTO,SETOR COMERCIAL,RUA,TAMANDARÉ,,12/24/2016,02:10:00
FURTO,SETOR COMERCIAL,AVENIDA,TARUMAS,,5/3/2016,17:30:00
ROUBO,SETOR COMERCIAL,AVENIDA,TARUMAS,,5/26/2016,04:00:00
ROUBO,SETOR COMERCIAL,AVENIDA,TARUMAS,916,12/16/2016,23:15:00
FURTO,SETOR COMERCIAL,AVENIDA,TARUMAS,,7/5/2016,20:30:00
FURTO,SETOR COMERCIAL,AVENIDA,TARUMAS,,6/22/2016,21:00:00
FURTO,SETOR COMERCIAL,AVENIDA,TARUMAS,,11/12/2016,00:00:00
FURTO,SETOR COMERCIAL,RUA,TARUMÁS,1896,12/28/2016,07:00:00
ROUBO,SETOR COMERCIAL,AVENIDA,TARUMÃS,,7/8/2016,12:30:00
FURTO,SETOR COMERCIAL,AVENIDA,TARUMÃS,,6/8/2016,18:05:00
ROUBO,SETOR COMERCIAL,AVENIDA,TARUMÃS,,6/25/2016,19:40:00
FURTO,SETOR COMERCIAL,AVENIDA,TARUMÃS,,5/4/2016,21:00:00
FURTO,SETOR COMERCIAL,RUA,TILHAS,214,5/15/2016,23:00:00
FURTO,SETOR COMERCIAL,RUA,VIOLETAS,582,7/11/2016,17:00:00
FURTO,SETOR COMERCIAL,RUA,VIOLETAS,,5/9/2016,07:40:00
FURTO,SETOR COMERCIAL,AVENIDA,VITORIA REGIA,,11/25/2016,17:20:00
FURTO,SETOR COMERCIAL,,,,8/8/2016,09:00:00
FURTO,SETOR COMERCIAL,,,,8/11/2016,19:00:00
FURTO,SETOR COMERCIAL,,,,11/30/2016,09:00:00
ROUBO,SETOR COMERCIAL,,,,10/8/2016,10:50:00
FURTO,SETOR COMERCIAL,,,,9/5/2016,11:00:00
ROUBO,SETOR COMERCIAL,,,,8/8/2016,21:05:00
ROUBO,SETOR COMERCIAL,,,,8/3/2016,09:00:00
ROUBO,SETOR COMERCIAL,,,,7/16/2016,06:00:00
ROUBO,SETOR COMERCIAL,,,,6/10/2016,15:00:00
FURTO,SETOR COMERCIAL,,,,5/18/2016,19:00:00
ROUBO,SETOR COMERCIAL,,,,11/23/2016,17:30:00
FURTO,SETOR COMERCIAL,,,,9/9/2016,08:00:00
FURTO,SETOR COMERCIAL,,,,9/8/2016,08:00:00
FURTO,SETOR COMERCIAL,,,,9/28/2016,10:00:00
ROUBO,SETOR COMERCIAL,,,,9/26/2016,18:20:00
ROUBO,SETOR COMERCIAL,,,,9/22/2016,07:15:00
ROUBO,SETOR COMERCIAL,,,,9/22/2016,11:40:00
FURTO,SETOR COMERCIAL,,,,9/22/2016,18:30:00
ROUBO,SETOR COMERCIAL,,,,9/21/2016,21:00:00
FURTO,SETOR COMERCIAL,,,,9/20/2016,
FURTO,SETOR COMERCIAL,,,,8/9/2016,10:00:00
FURTO,SETOR COMERCIAL,,,,8/8/2016,11:00:00
FURTO,SETOR COMERCIAL,,,,8/31/2016,01:00:00
FURTO,SETOR COMERCIAL,,,,8/29/2016,05:40:00
HOMICÍDIO DOLOSO,SETOR COMERCIAL,,,,8/28/2016,05:00:00
FURTO,SETOR COMERCIAL,,,,8/28/2016,08:00:00
ROUBO,SETOR COMERCIAL,,,,8/25/2016,10:50:00
ROUBO,SETOR COMERCIAL,,,,8/19/2016,11:00:00
ROUBO,SETOR COMERCIAL,,,,8/19/2016,22:54:00
FURTO,SETOR COMERCIAL,,,,8/17/2016,20:15:00
FURTO,SETOR COMERCIAL,,,,8/14/2016,08:30:00
FURTO,SETOR COMERCIAL,,,,7/3/2016,17:00:00
FURTO,SETOR COMERCIAL,,,,7/28/2016,09:45:00
FURTO,SETOR COMERCIAL,,,,7/23/2016,
ROUBO,SETOR COMERCIAL,,,,7/16/2016,23:09:00
FURTO,SETOR COMERCIAL,,,,7/1/2016,13:10:00
FURTO,SETOR COMERCIAL,,,,6/3/2016,10:00:00
ROUBO,SETOR COMERCIAL,,,,6/26/2016,20:15:00
FURTO,SETOR COMERCIAL,,,,6/23/2016,18:00:00
FURTO,SETOR COMERCIAL,,,,6/22/2016,03:10:00
ROUBO,SETOR COMERCIAL,,,,6/22/2016,15:00:00
ROUBO,SETOR COMERCIAL,,,,6/10/2016,17:30:00
ROUBO,SETOR COMERCIAL,,,,5/7/2016,23:20:00
USO ILÍCITO DE DROGAS,SETOR COMERCIAL,,,,5/26/2016,15:44:00
ROUBO,SETOR COMERCIAL,,,,5/25/2016,13:00:00
ROUBO,SETOR COMERCIAL,,,,5/14/2016,19:30:00
FURTO,SETOR COMERCIAL,,,,5/10/2016,20:00:00
ROUBO,SETOR COMERCIAL,,,,12/5/2016,19:00:00
FURTO,SETOR COMERCIAL,,,,12/31/2016,23:00:00
ROUBO,SETOR COMERCIAL,,,,12/26/2016,14:00:00
ROUBO,SETOR COMERCIAL,,,,12/22/2016,11:40:00
ROUBO,SETOR COMERCIAL,,,,12/14/2016,
ROUBO,SETOR COMERCIAL,,,,11/9/2016,08:00:00
ROUBO,SETOR COMERCIAL,,,,11/9/2016,23:40:00
FURTO,SETOR COMERCIAL,,,,11/3/2016,08:00:00
ROUBO,SETOR COMERCIAL,,,,11/27/2016,18:00:00
FURTO,SETOR COMERCIAL,,,,11/25/2016,10:00:00
FURTO,SETOR COMERCIAL,,,,11/19/2016,09:40:00
FURTO,SETOR COMERCIAL,,,,11/16/2016,10:00:00
FURTO,SETOR COMERCIAL,,,,11/13/2016,03:00:00
FURTO,SETOR COMERCIAL,,,,11/12/2016,10:00:00
TRÁFICO ILÍCITO DE DROGAS,SETOR COMERCIAL,,,,10/8/2016,14:40:00
ROUBO,SETOR COMERCIAL,,,,10/5/2016,19:30:00
FURTO,SETOR COMERCIAL,,,,10/31/2016,07:00:00
FURTO,SETOR COMERCIAL,,,,10/21/2016,20:00:00
ROUBO,SETOR COMERCIAL,,,,10/20/2016,21:10:00
FURTO,SETOR COMERCIAL,,,,10/19/2016,22:00:00
FURTO,SETOR COMERCIAL,,,,10/17/2016,
ROUBO,SETOR COMERCIAL,,,,10/10/2016,23:00:00
ROUBO,SETOR INDUSTRIAL,RUA,ALEXANDRE FERRONATO,,10/12/2016,20:00:00
FURTO,SETOR INDUSTRIAL,RUA,ADILSON JOSE DE MARTINS,2489,12/19/2016,13:30:00
ROUBO,SETOR INDUSTRIAL,AVENIDA,ALEXANDRE FERRONATO,,10/13/2016,06:50:00
ROUBO,SETOR INDUSTRIAL,AVENIDA,ALEXANDRE FERRONATO,,5/12/2016,20:00:00
ROUBO,SETOR INDUSTRIAL,AVENIDA,ALEXANDRE FERRONATO,,11/9/2016,00:00:00
USO ILÍCITO DE DROGAS,SETOR INDUSTRIAL,RODOVIA,BR 163,,6/10/2016,00:30:00
FURTO,SETOR INDUSTRIAL,RUA,CAMPO GRANDE,2171,12/13/2016,17:30:00
ROUBO,SETOR INDUSTRIAL,AVENIDA,CASCAVEL,169,10/13/2016,17:00:00
ROUBO,SETOR INDUSTRIAL,RUA,CAVIUNAS,,6/2/2016,04:05:00
ROUBO,SETOR INDUSTRIAL,RUA,COLONIZADOR ENIO PEPINO,,12/3/2016,18:15:00
FURTO,SETOR INDUSTRIAL,RUA,COLONIZADORA ÊNIO PIPINO,2981,8/2/2016,04:20:00
FURTO,SETOR INDUSTRIAL,RUA,COLONIZADORA ÊNIO PIPINO,3061,5/11/2016,08:00:00
ROUBO,SETOR INDUSTRIAL,RUA,COLONIZADORA ÊNIO PIPINO,4571,6/3/2016,16:40:00
ROUBO,SETOR INDUSTRIAL,RUA,COLONIZADORA ÊNIO PIPINO,,9/30/2016,19:40:00
FURTO,SETOR INDUSTRIAL,RUA,COLONIZADORA ÊNIO PIPINO,,5/27/2016,00:00:00
FURTO,SETOR INDUSTRIAL,RUA,COLONIZADORA ÊNIO PIPINO,,5/21/2016,12:00:00
ROUBO,SETOR INDUSTRIAL,RUA,COLONIZADORA ÊNIO PIPINO,,12/27/2016,22:30:00
FURTO,SETOR INDUSTRIAL,RUA,DAS CANOAS,80,12/8/2016,
FURTO,SETOR INDUSTRIAL,RUA,DAS ROSAS,,12/4/2016,10:00:00
FURTO,SETOR INDUSTRIAL,AVENIDA,DOS JACARANDAS,,6/8/2016,03:00:00
FURTO,SETOR INDUSTRIAL,RUA,DOS MANACÁS,,11/12/2016,20:00:00
FURTO,SETOR INDUSTRIAL,RUA,FORTALEZA,,5/23/2016,14:30:00
FURTO,SETOR INDUSTRIAL,RUA,FORTALEZA,,5/21/2016,16:00:00
FURTO,SETOR INDUSTRIAL,AVENIDA,JACARANDAS,2190,11/29/2016,06:30:00
FURTO,SETOR INDUSTRIAL,RUA,JOAO PEDRO MOREIRA DE CARVALHO,145,12/15/2016,15:45:00
FURTO,SETOR INDUSTRIAL,RUA,JOAO PEDRO MOREIRA DE CARVALHO,920,12/29/2016,10:00:00
FURTO,SETOR INDUSTRIAL,RUA,JOAO PEDRO MOREIRA DE CARVALHO,2100,10/5/2016,16:00:00
FURTO,SETOR INDUSTRIAL,RUA,JOAO PEDRO MOREIRA DE CARVALHO,,5/13/2016,21:45:00
FURTO,SETOR INDUSTRIAL,RUA,JOAO PEDRO MOREIRA DE CARVALHO,,10/27/2016,12:00:00
FURTO,SETOR INDUSTRIAL,AVENIDA,LONDRINA,100,6/20/2016,03:00:00
FURTO,SETOR INDUSTRIAL,RUA,MANAUS,22,5/26/2016,16:50:00
FURTO,SETOR INDUSTRIAL,AVENIDA,MARINGA,,12/5/2016,10:40:00
USO ILÍCITO DE DROGAS,SETOR INDUSTRIAL,ESTRADA,MONALIZA,,7/24/2016,11:20:00
FURTO,SETOR INDUSTRIAL,AVENIDA,PALMEIRAS,86,9/29/2016,09:00:00
FURTO,SETOR INDUSTRIAL,RUA,SANTAREM,74,10/25/2016,15:00:00
HOMICÍDIO CULPOSO,SETOR INDUSTRIAL,RUA,VALDIR DORNE,1392,9/18/2016,00:07:00
FURTO,SETOR INDUSTRIAL,RUA,VALDIR DORNE,,7/16/2016,05:30:00
FURTO,SETOR INDUSTRIAL,RUA,VALDIR DORNER,208,9/23/2016,03:00:00
FURTO,SETOR INDUSTRIAL,RUA,VALDIR DORNER,1392,5/21/2016,17:30:00
FURTO,SETOR INDUSTRIAL,RUA,VALDIR DORNER,,11/6/2016,04:00:00
ROUBO,SETOR INDUSTRIAL,RUA,VALDIR DORNER,,5/14/2016,04:00:00
TRÁFICO ILÍCITO DE DROGAS,SETOR INDUSTRIAL,RUA,VALDIR DORNER,,11/12/2016,05:40:00
FURTO,SETOR INDUSTRIAL,RUA,VALENTIM DALASTRA,1064,8/19/2016,11:00:00
TRÁFICO ILÍCITO DE DROGAS,SETOR INDUSTRIAL,,,,9/24/2016,00:00:00
FURTO,SETOR INDUSTRIAL,,,,5/28/2016,03:00:00
FURTO,SETOR INDUSTRIAL,,,,5/16/2016,09:00:00
FURTO,SETOR INDUSTRIAL,,,,12/16/2016,08:00:00
FURTO,SETOR INDUSTRIAL,,,,11/27/2016,04:30:00
FURTO,SETOR INDUSTRIAL,,,,11/23/2016,08:00:00
FURTO,SETOR INDUSTRIAL,,,,10/3/2016,14:00:00
FURTO,SETOR INDUSTRIAL NORTE,RODOVIA,163,KM 840,12/12/2016,07:00:00
FURTO,SETOR INDUSTRIAL NORTE,RODOVIA,163,,5/7/2016,14:00:00
FURTO,SETOR INDUSTRIAL NORTE,RUA,COL ENIO PIPINO,,11/21/2016,07:00:00
FURTO,SETOR INDUSTRIAL NORTE,RUA,COLONIDOR ENIO PEPINO,4854,11/4/2016,15:25:00
ROUBO,SETOR INDUSTRIAL NORTE,RUA,COLONIZADOR ENIO PEPINO,2465,7/8/2016,13:30:00
FURTO,SETOR INDUSTRIAL NORTE,AVENIDA,COLONIZADOR ENIO PEPINO,4089,10/27/2016,02:20:00
FURTO,SETOR INDUSTRIAL NORTE,AVENIDA,COLONIZADOR ENIO PEPINO,4571,11/27/2016,02:30:00
FURTO,SETOR INDUSTRIAL NORTE,AVENIDA,COLONIZADOR ENIO PEPINO,6905,11/25/2016,13:00:00
FURTO,SETOR INDUSTRIAL NORTE,RUA,COLONIZADOR ENIO PEPINO,,7/28/2016,01:00:00
USO ILÍCITO DE DROGAS,SETOR INDUSTRIAL NORTE,RUA,COLONIZADOR ÊNIO PEPINO,,7/4/2016,14:40:00
FURTO,SETOR INDUSTRIAL NORTE,RUA,COLONIZADOR ENIO PIPINO,4421,6/26/2016,12:00:00
FURTO,SETOR INDUSTRIAL NORTE,RUA,COLONIZADOR ENIO PIPINO,4421,6/26/2016,12:00:00
ROUBO,SETOR INDUSTRIAL NORTE,RUA,COLONIZADOR ENIO PIPINO,,12/8/2016,12:10:00
FURTO,SETOR INDUSTRIAL NORTE,RUA,CRISELINEAS,122,12/6/2016,08:00:00
FURTO,SETOR INDUSTRIAL NORTE,RUA,DAS COLOMBINAS,840,12/11/2016,11:30:00
FURTO,SETOR INDUSTRIAL NORTE,RUA,DAS IPOMEIAS,1269,12/28/2016,08:00:00
FURTO,SETOR INDUSTRIAL NORTE,RUA,DAS IPOMEIAS,,11/17/2016,06:00:00
FURTO,SETOR INDUSTRIAL NORTE,RUA,DOS UMARIS,225,9/15/2016,12:00:00
FURTO,SETOR INDUSTRIAL NORTE,AVENIDA,FOZ DO IGUAÇU,148,9/29/2016,18:00:00
FURTO,SETOR INDUSTRIAL NORTE,AVENIDA,INTEGRAÇAO,,5/15/2016,15:00:00
ROUBO,SETOR INDUSTRIAL NORTE,AVENIDA,JEQUITIBAS,246,12/13/2016,05:50:00
FURTO,SETOR INDUSTRIAL NORTE,AVENIDA,JEQUITIBAS,562,11/1/2016,04:00:00
FURTO,SETOR INDUSTRIAL NORTE,AVENIDA,JOAO PEDRO MOREIRA DE CARVALHO,1546,6/19/2016,01:10:00
FURTO,SETOR INDUSTRIAL NORTE,RUA,JOAO PEDRO MOREIRA DE CARVALHO,3618,8/26/2016,16:30:00
USO ILÍCITO DE DROGAS,SETOR INDUSTRIAL NORTE,RUA,JOAO PEDRO MOREIRA DE CARVALHO,,6/9/2016,00:40:00
FURTO,SETOR INDUSTRIAL NORTE,RUA,JOAO PEDRO MOREIRA DE CARVALHO,,6/19/2016,01:30:00
USO ILÍCITO DE DROGAS,SETOR INDUSTRIAL NORTE,RUA,JOAO PEDRO MOREIRA DE CARVALHO,,6/12/2016,22:20:00
ROUBO,SETOR INDUSTRIAL NORTE,AVENIDA,JOAO PEDRO MOREIRA DE CARVALHO,,5/6/2016,13:40:00
FURTO,SETOR INDUSTRIAL NORTE,AVENIDA,JOAO PEDRO MOREIRA DE CARVALHO,,5/21/2016,20:30:00
FURTO,SETOR INDUSTRIAL NORTE,RUA,JOÃO PEDRO MOREIRA DE CARVALHO,66,9/14/2016,02:00:00
ROUBO,SETOR INDUSTRIAL NORTE,RUA,JOÃO PEDRO MOREIRA DE CARVALHO,6540,10/13/2016,21:30:00
USO ILÍCITO DE DROGAS,SETOR INDUSTRIAL NORTE,AVENIDA,JOÃO PEDRO MOREIRA DE CARVALHO,,6/8/2016,22:50:00
FURTO,SETOR INDUSTRIAL NORTE,AVENIDA,JOÃO PEDRO MOREIRA DE CARVALHO,,12/8/2016,14:00:00
FURTO,SETOR INDUSTRIAL NORTE,RUA,MARANTÃNS,155,6/24/2016,08:00:00
FURTO,SETOR INDUSTRIAL NORTE,RUA,MONACAS,366,11/28/2016,10:00:00
FURTO,SETOR INDUSTRIAL NORTE,RUA,VALDIR DORNER,195,12/10/2016,16:30:00
FURTO,SETOR INDUSTRIAL NORTE,RUA,VALDIR DORNER,472,5/1/2016,07:00:00
ROUBO,SETOR INDUSTRIAL NORTE,RUA,VALDIR DORNER,,8/31/2016,21:00:00
FURTO,SETOR INDUSTRIAL NORTE,RUA,VALDIR DORNNER,321,5/14/2016,20:35:00
FURTO,SETOR INDUSTRIAL NORTE,,,,9/30/2016,09:30:00
ROUBO,SETOR INDUSTRIAL NORTE,,,,9/20/2016,19:30:00
FURTO,SETOR INDUSTRIAL NORTE,,,,10/16/2016,21:00:00
FURTO,SETOR INDUSTRIAL SUL,RUA,BELO HORIZONTE,446,12/17/2016,19:30:00
ROUBO,SETOR INDUSTRIAL SUL,RODOVIA,BR 163,828,9/16/2016,12:18:00
FURTO,SETOR INDUSTRIAL SUL,RUA,COLONIZADOR ENIO PEPINO,1535,5/29/2016,08:50:00
FURTO,SETOR INDUSTRIAL SUL,RUA,COLONIZADOR ÊNIO PEPINO,352,11/22/2016,04:30:00
FURTO,SETOR INDUSTRIAL SUL,RUA,COLONIZADOR ÊNIO PEPINO,415,12/6/2016,04:45:00
FURTO,SETOR INDUSTRIAL SUL,RUA,COLONIZADOR ÊNIO PEPINO,3079,5/27/2016,16:00:00
FURTO,SETOR INDUSTRIAL SUL,RUA,COLONIZADOR ENIO PIPINO,352,8/4/2016,15:20:00
HOMICÍDIO DOLOSO,SETOR INDUSTRIAL SUL,RUA,DALASTRA,1119,9/29/2016,00:10:00
FURTO,SETOR INDUSTRIAL SUL,RUA,DAS SAMAMBAIAS,856,10/26/2016,03:00:00
FURTO,SETOR INDUSTRIAL SUL,RUA,DAS SAMAMBAIAS,2771,12/19/2016,
FURTO,SETOR INDUSTRIAL SUL,RUA,DIRSON JOSE MARTINI,967,9/19/2016,22:00:00
FURTO,SETOR INDUSTRIAL SUL,RUA,DOS CAJUEIROS,,12/12/2016,07:30:00
FURTO,SETOR INDUSTRIAL SUL,RUA,DOS MANACAS,1073,11/16/2016,23:30:00
FURTO,SETOR INDUSTRIAL SUL,RUA,DOS MANACAS,2603,12/19/2016,07:30:00
ROUBO,SETOR INDUSTRIAL SUL,RUA,DOS MANACAS,,9/21/2016,15:00:00
FURTO,SETOR INDUSTRIAL SUL,AVENIDA,ENIO PEPINO,2491B,11/18/2016,
FURTO,SETOR INDUSTRIAL SUL,AVENIDA,FLANBOYANTS,41,11/23/2016,
ROUBO,SETOR INDUSTRIAL SUL,RUA,IPOMÉIAS,183,8/29/2016,04:00:00
FURTO,SETOR INDUSTRIAL SUL,AVENIDA,JACARANDAS,2658,12/3/2016,04:00:00
USO ILÍCITO DE DROGAS,SETOR INDUSTRIAL SUL,AVENIDA,JACARANDAS,,8/5/2016,01:10:00
ROUBO,SETOR INDUSTRIAL SUL,AVENIDA,JACARANDAS,,12/13/2016,17:00:00
ROUBO,SETOR INDUSTRIAL SUL,AVENIDA,JACARANDAS,,10/31/2016,06:30:00
FURTO,SETOR INDUSTRIAL SUL,RUA,JOÃO ADÃO SCHEEREN,17,9/13/2016,23:00:00
FURTO,SETOR INDUSTRIAL SUL,RUA,JOAO PEDRO MOREIRA DE CARVALHO,42,10/26/2016,11:30:00
